Species	Chemical Name	Freq-GHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-GHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	Linelist
CH3OHvt=0-2	Methanol	337.60528800	6.0E-6			7(2,6)-6(2,5)E,vt=1	-3.97790		287.20900	CDMS
CH3OHvt=0-2	Methanol	337.61058000	4.6E-5			7(6,1)-6(6,0),vt=1	0.00000	 8.9	445.45800	CDMS
CH3OHvt=0-2	Methanol			337.61062400	5.0E-5	7(-3,4)-6(-3,3),vt=1	0.00000	 8.9	258.03000	CDMS
CH3OHvt=0-2	Methanol	337.61066100	6.0E-6			7(3,5)-6(3,4)E,vt=1	-3.97220		258.03010	CDMS
CH3OHvt=0-2	Methanol	337.61068000	7.0E-6			7(-6,1)-6(-6,0)E,vt=1	-4.86700		445.45790	CDMS
CH3OHvt=0-2	Methanol			337.62567900	5.0E-5	7(2,5)-6(2,4)++,vt=1	0.00000	 9.4	241.38100	CDMS
CH3OHvt=0-2	Methanol	337.62575300	6.0E-6			7(2,6)-6(2,5)A,vt=1	-3.88590		241.38100	CDMS
CH3OHvt=0-2	Methanol			337.63565500	5.0E-5	7(2,6)-6(2,5)--,vt=1	0.00000	10.9	241.38100	CDMS
CH3OHvt=0-2	Methanol	337.63575400	6.0E-6			7(2,5)-6(2,4)A,vt=1	-3.88590		241.38140	CDMS
CH3OHvt=0-2	Methanol			337.64236500	5.0E-5	7(1,7)-6(1,6),vt=1	0.00000	  b	236.37800	CDMS
CH3OHvt=0-2	Methanol	337.64247800	6.0E-6			7(-1,7)-6(-1,6)E,vt=1	-3.84690		236.37770	CDMS
CH3OHvt=0-2	Methanol			337.64386400	5.0E-5	7(0,7)-6(0,6),vt=1	0.00000	 1.05b	242.70500	CDMS
CH3OHvt=0-2	Methanol	337.64391500	6.0E-6			7(-0,7)-6(-0,6)E,vt=1	-3.85040		242.70540	CDMS
CH3OHvt=0-2	Methanol			337.64599200	5.0E-5	7(-4,3)-6(-4,2),vt=1	0.00000	 4.5	315.55900	CDMS
CH3OHvt=0-2	Methanol	337.64604200	5.0E-6			7(4,3)-6(4,2)E,vt=1	-4.17470		315.55920	CDMS
CH3OHvt=0-2	Methanol			337.64816700	5.0E-5	7(-5,3)-6(-5,2),vt=1	0.00000	 1.9	413.37700	CDMS
CH3OHvt=0-2	Methanol	337.64820900	7.0E-6			7(5,2)-6(5,1)E,vt=1	-4.51540		413.37690	CDMS
CH3OHvt=0-2	Methanol	337.65519900	5.0E-6			7(3,5)-6(3,4)A,vt=1	-4.07800		309.10430	CDMS
CH3OHvt=0-2	Methanol			337.65520400	5.0E-5	7(3,5)-6(3,4)++,vt=1	0.00000	  b	309.10400	CDMS
CH3OHvt=0-2	Methanol			337.65520400	5.0E-5	7(3,5)-6(3,4)++,vt=1	0.00000	  b	309.10400	CDMS
CH3OHvt=0-2	Methanol	337.65523600	5.0E-6			7(3,4)-6(3,3)A,vt=1	-4.07800		309.10430	CDMS
CH3OHvt=0-2	Methanol			337.67119400	5.0E-5	7(2,6)-6(2,5),vt=1	0.00000	 6.7	311.73500	CDMS
CH3OHvt=0-2	Methanol	337.67123800	6.0E-6			7(-2,5)-6(-2,4)E,vt=1	-4.03110		311.73480	CDMS
CH3OHvt=0-2	Methanol	337.68524800	6.0E-6			7(-5,3)-6(-5,2)E,vt=1	-4.34580		332.04870	CDMS
CH3OHvt=0-2	Methanol			337.68549000	0.0001	7(4,3)-6(4,2)++,vt=1	0.00000	 5.4b	368.15400	CDMS
CH3OHvt=0-2	Methanol			337.68549000	0.0001	7(4,3)-6(4,2)++,vt=1	0.00000	 5.4b	368.15400	CDMS
CH3OHvt=0-2	Methanol			337.68549000	0.0001	7(4,3)-6(4,2)++,vt=1	0.00000	 5.4b	332.04900	CDMS
CH3OHvt=0-2	Methanol	337.68561400	6.0E-6			7(4,3)-6(4,2)A,vt=1	-4.27990		368.15390	CDMS
CH3OHvt=0-2	Methanol	337.68561400	6.0E-6			7(4,4)-6(4,3)A,vt=1	-4.27990		368.15390	CDMS
CH3OHvt=0-2	Methanol			337.70754700	5.0E-5	7(-1,6)-6(-1,5),vt=1	0.00000	 6.6	321.10800	CDMS
CH3OHvt=0-2	Methanol	337.70756800	6.0E-6			7(1,6)-6(1,5)E,vt=1	-4.02370		321.10820	CDMS
CH3OHvt=0-2	Methanol			337.74878300	5.0E-5	7(0,7)-6(0,6)++,vt=1	0.00000	 7.0	328.25200	CDMS
CH3OHvt=0-2	Methanol	337.74883000	8.0E-6			7(0,7)-6(0,6)A,vt=1	-4.02880		328.25190	CDMS
CH3OHvt=0-2	Methanol	337.83780100	1.6E-5			20(6,14)-21(5,17)E,vt=0	-4.31190		458.53930	CDMS
CH3OHvt=0-2	Methanol	337.87755000	1.4E-5			7(1,6)-6(1,5)A,vt=2	-4.41370		508.37470	CDMS
CH3OHvt=0-2	Methanol			337.96941400	5.0E-5	7(1,6)-6(1,5)--,vt=1	0.00000	 8.4	259.89200	CDMS
CH3OHvt=0-2	Methanol	337.96943800	6.0E-6			7(1,6)-6(1,5)A,vt=1	-3.89340		259.89210	CDMS
CH3OHvt=0-2	Methanol	338.12448800	5.0E-6			7(-0,7)-6(-0,6)E,vt=0	-3.43380		42.98780	CDMS
CH3OHvt=0-2	Methanol	338.34458800	5.0E-6			7(1,7)-6(1,6)E,vt=0	-3.43070		37.74920	CDMS
CH3OHvt=0-2	Methanol	338.40461000	5.0E-6			7(-6,2)-6(-6,1)E,vt=0	-4.24850		158.15530	CDMS
CH3OHvt=0-2	Methanol	338.40869800	5.0E-6			7(0,7)-6(0,6)A,vt=0	-3.41370		33.87590	CDMS
CH3OHvt=0-2	Methanol	338.42266300	1.7E-5			17(-1,16)-17(1,17)E,vt=0	-7.19070		250.15660	CDMS
CH3OHvt=0-2	Methanol	338.43097500	5.0E-6			7(6,1)-6(6,0)E,vt=0	-4.26090		165.21340	CDMS
CH3OHvt=0-2	Methanol	338.44236700	5.0E-6			7(6,1)-6(6,0)A,vt=0	-4.26870		168.51370	CDMS
CH3OHvt=0-2	Methanol	338.44236700	5.0E-6			7(6,2)-6(6,1)A,vt=0	-4.26870		168.51370	CDMS
CH3OHvt=0-2	Methanol	338.45653600	5.0E-6			7(5,3)-6(5,2)E,vt=0	-3.90260		120.07100	CDMS
CH3OHvt=0-2	Methanol	338.47522600	5.0E-6			7(-5,2)-6(-5,1)E,vt=0	-3.91980		128.45330	CDMS
CH3OHvt=0-2	Methanol	338.48632200	5.0E-6			7(5,3)-6(5,2)A,vt=0	-3.92070		129.72120	CDMS
CH3OHvt=0-2	Methanol	338.48632200	5.0E-6			7(5,2)-6(5,1)A,vt=0	-3.92070		129.72120	CDMS
CH3OHvt=0-2	Methanol	338.50406500	5.0E-6			7(4,4)-6(4,3)E,vt=0	-3.71240		94.97490	CDMS
CH3OHvt=0-2	Methanol	338.51263200	5.0E-6			7(4,4)-6(4,3)A,vt=0	-3.70080		89.71960	CDMS
CH3OHvt=0-2	Methanol	338.51264400	5.0E-6			7(4,3)-6(4,2)A,vt=0	-3.70080		89.71960	CDMS
CH3OHvt=0-2	Methanol	338.51285300	5.0E-6			7(2,6)-6(2,5)A,vt=0	-3.50220		60.09040	CDMS
CH3OHvt=0-2	Methanol	338.53025700	5.0E-6			7(-4,3)-6(-4,2)E,vt=0	-3.72160		100.60210	CDMS
CH3OHvt=0-2	Methanol	338.54082600	5.0E-6			7(3,5)-6(3,4)A,vt=0	-3.57420		68.49270	CDMS
CH3OHvt=0-2	Methanol	338.54315200	5.0E-6			7(3,4)-6(3,3)A,vt=0	-3.57420		68.49270	CDMS
CH3OHvt=0-2	Methanol	338.55996300	5.0E-6			7(3,4)-6(3,3)E,vt=0	-3.58980		77.46750	CDMS
CH3OHvt=0-2	Methanol	338.58321600	5.0E-6			7(-3,5)-6(-3,4)E,vt=0	-3.56980		67.04280	CDMS
CH3OHvt=0-2	Methanol	338.61493600	5.0E-6			7(-1,6)-6(-1,5)E,vt=0	-3.44200		48.51420	CDMS
CH3OHvt=0-2	Methanol	338.63980200	5.0E-6			7(2,5)-6(2,4)A,vt=0	-3.50190		60.09560	CDMS
CH3OHvt=0-2	Methanol	338.72169300	5.0E-6			7(-2,6)-6(-2,5)E,vt=0	-3.48670		49.34880	CDMS
CH3OHvt=0-2	Methanol	338.72289800	5.0E-6			7(2,5)-6(2,4)E,vt=0	-3.48690		51.88940	CDMS
CH3OHvt=0-2	Methanol	340.14114300	1.3E-5			2(2,0)-3(1,3)A,vt=0	-4.65050		19.70310	CDMS
CH3OHvt=0-2	Methanol	340.39365900	1.9E-5			16(6,11)-17(5,12)A,vt=0	-4.25260		342.53280	CDMS
CH3OHvt=0-2	Methanol	340.39374500	1.9E-5			16(6,10)-17(5,13)A,vt=0	-4.25260		342.53280	CDMS
CH3OHvt=0-2	Methanol	340.49961100	2.0E-5			20(2,18)-20(-0,20)E,vt=0	-6.96750		346.07280	CDMS
CH3OHvt=0-2	Methanol	340.68396900	9.0E-6			11(-1,11)-10(-0,10)E,vt=1	-3.96900		297.40130	CDMS
CH3OHvt=0-2	Methanol	340.68398900	1.6E-5			11(1,11)-10(0,10),vt=1	0.00000	 8.0	297.40100	CDMS
CH3OHvt=0-2	Methanol	341.41561500	5.0E-6			7(1,6)-6(1,5)A,vt=0	-3.43620		44.27820	CDMS
CH3OHvt=0-2	Methanol	342.14772100	1.8E-5			18(-1,17)-18(1,18)E,vt=0	-7.31070		279.05620	CDMS
CH3OHvt=0-2	Methanol	342.72979600	1.3E-5			13(1,12)-13(0,13)A,vt=0	-3.00350		146.67040	CDMS
CH3OHvt=0-2	Methanol	343.00588200	1.5E-5			5(2,3)-4(-1,3)E,vt=0	-6.74120		30.76440	CDMS
CH3OHvt=0-2	Methanol	343.59901900	2.6E-5			13(1,12)-14(2,13)E,vt=1	-4.65140		422.27140	CDMS
CH3OHvt=0-2	Methanol	343.60149100	0.000477			13(-1,12)-14(-2,12),vt=1	0.00000		422.27100	CDMS
CH3OHvt=0-2	Methanol	344.10903900	1.5E-5			18(-2,17)-17(-3,15)E,vt=0	-3.93980		280.02010	CDMS
CH3OHvt=0-2	Methanol	344.31226700	1.7E-5			10(2,9)-11(3,9)E,vt=1	-3.87650		330.41140	CDMS
CH3OHvt=0-2	Methanol	344.31237400	6.7E-5			10(-2,8)-11(-3,8),vt=1	0.00000		330.41100	CDMS
CH3OHvt=0-2	Methanol	344.44343300	2.0E-5			19(1,19)-18(2,16)A,vt=0	-3.93240		302.13080	CDMS
CH3OHvt=0-2	Methanol	344.97080800	3.2E-5			12(-7,5)-11(-6,5)E,vt=1	-4.48740		517.82130	CDMS
CH3OHvt=0-2	Methanol	345.31349400	2.1E-5			25(-1,24)-24(3,21)E,vt=0	-7.17790		527.07980	CDMS
CH3OHvt=0-2	Methanol	345.60905000	0.000419			13(2,12)-12(-1,11),vt=1	0.00000		412.82100	CDMS
CH3OHvt=0-2	Methanol	345.61137900	2.4E-5			13(-2,11)-12(1,11)E,vt=1	-7.40060		412.82050	CDMS
CH3OHvt=0-2	Methanol	345.90391600	1.7E-5			16(1,15)-15(2,14)A,vt=0	-3.68160		219.66570	CDMS
CH3OHvt=0-2	Methanol	345.91926000	1.4E-5			18(3,15)-17(4,14)E,vt=0	-3.96980		307.78320	CDMS
CH3OHvt=0-2	Methanol	346.20271900	1.5E-5			5(4,2)-6(3,3)A,vt=0	-4.52390		68.49270	CDMS
CH3OHvt=0-2	Methanol	346.20427100	1.5E-5			5(4,1)-6(3,4)A,vt=0	-4.52390		68.49270	CDMS
CH3OHvt=0-2	Methanol	346.43409100	1.9E-5			19(-1,18)-19(1,19)E,vt=0	-7.47810		309.54550	CDMS
CH3OHvt=0-2	Methanol	346.78275200	1.4E-5			14(1,14)-13(-1,12)E,vt=0	-6.93300		161.44940	CDMS
CH3OHvt=0-2	Methanol	347.27155100	1.0E-5			2(-2,1)-2(1,2)E,vt=0	-9.18500		8.71660	CDMS
CH3OHvt=0-2	Methanol	347.30030600	1.0E-5			3(-2,2)-3(1,3)E,vt=0	-8.39390		13.55650	CDMS
CH3OHvt=0-2	Methanol	347.37004200	9.0E-6			4(-2,3)-4(1,4)E,vt=0	-7.88420		20.00910	CDMS
CH3OHvt=0-2	Methanol	347.50745100	1.0E-5			5(-2,4)-5(1,5)E,vt=0	-7.53300		28.07350	CDMS
CH3OHvt=0-2	Methanol	347.74544200	1.0E-5			6(-2,5)-6(1,6)E,vt=0	-7.29920		37.74920	CDMS
CH3OHvt=0-2	Methanol	347.91810900	2.6E-5			24(-4,20)-25(-1,24)E,vt=0	-5.97430		538.59830	CDMS
CH3OHvt=0-2	Methanol	348.03182600	3.2E-5			7(-3,5)-8(-2,7)E,vt=2	-5.50570		465.32030	CDMS
CH3OHvt=0-2	Methanol	348.12254700	1.0E-5			7(-2,6)-7(1,7)E,vt=0	-7.17250		49.03520	CDMS
CH3OHvt=0-2	Methanol	348.68195100	1.0E-5			8(-2,7)-8(1,8)E,vt=0	-7.16910		61.93030	CDMS
CH3OHvt=0-2	Methanol	348.82357700	1.2E-5			13(-0,13)-12(2,10)E,vt=0	-7.08650		143.92670	CDMS
CH3OHvt=0-2	Methanol	348.99549200	1.4E-5			10(-3,8)-11(1,11)E,vt=0	-10.63020		110.25820	CDMS
CH3OHvt=0-2	Methanol	349.10699700	1.4E-5			14(1,13)-14(0,14)A,vt=0	-3.01010		169.20650	CDMS
CH3OHvt=0-2	Methanol	349.47004700	1.1E-5			9(-2,8)-9(1,9)E,vt=0	-7.36030		76.43350	CDMS
CH3OHvt=0-2	Methanol	349.53622900	0.000109			7(2,6)-8(-2,6),vt=1	0.00000		311.33900	CDMS
CH3OHvt=0-2	Methanol	350.28649300	2.5E-5			15(-3,12)-16(-4,13)E,vt=1	-3.93500		471.24670	CDMS
CH3OHvt=0-2	Methanol	350.28771000	0.000256			15(3,13)-16(4,13),vt=1	0.00000		471.24700	CDMS
CH3OHvt=0-2	Methanol	350.53445000	1.2E-5			10(-2,9)-10(1,10)E,vt=0	-8.13310		92.54330	CDMS
CH3OHvt=0-2	Methanol	350.68766200	1.3E-5			4(-0,4)-3(1,3)E,vt=0	-3.90200		13.55650	CDMS
CH3OHvt=0-2	Methanol	350.90510000	1.1E-5			1(1,1)-0(0,0)A,vt=0	-3.76870		0.00000	CDMS
CH3OHvt=0-2	Methanol	351.23647900	1.6E-5			9(-5,4)-10(-4,6)E,vt=0	-4.24980		155.44400	CDMS
CH3OHvt=0-2	Methanol	351.31420800	2.0E-5			20(-1,19)-20(1,20)E,vt=0	-7.71510		341.62210	CDMS
CH3OHvt=0-2	Methanol	351.68548000	1.8E-5			8(2,6)-9(0,9)A,vt=0	-8.17640		72.56990	CDMS
CH3OHvt=0-2	Methanol	351.86235800	2.2E-5			18(4,15)-19(2,17)E,vt=0	-9.23690		325.04710	CDMS
CH3OHvt=0-2	Methanol	351.92147400	1.2E-5			11(-2,10)-11(1,11)E,vt=0	-7.79260		110.25820	CDMS
CH3OHvt=0-2	Methanol	352.42981900	7.6E-5			13(6,7)-14(9,5)A,vt=1-vt=0	-8.28320		459.92960	CDMS
CH3OHvt=0-2	Methanol	352.42981900	7.6E-5			13(6,8)-14(9,6)A,vt=1-vt=0	-8.28320		459.92960	CDMS
CH3OHvt=0-2	Methanol	353.47873800	3.0E-5			13(6,8)-12(4,8)A,vt=1	-8.08510		459.89460	CDMS
CH3OHvt=0-2	Methanol	353.47874500	3.0E-5			13(6,7)-12(4,9)A,vt=1	-8.08510		459.89460	CDMS
CH3OHvt=0-2	Methanol	353.55286600	3.1E-5			17(-3,14)-17(-2,15)E,vt=1	-4.68620		524.05380	CDMS
CH3OHvt=0-2	Methanol	353.55433300	0.000373			17(3,15)-17(2,16),vt=1	0.00000		524.05400	CDMS
CH3OHvt=0-2	Methanol	353.67319700	1.3E-5			12(-2,11)-12(1,12)E,vt=0	-6.70390		129.57660	CDMS
CH3OHvt=0-2	Methanol	354.12725800	0.000202			19(2,18)-18(1,17)--,vt=1	0.00000		501.26000	CDMS
CH3OHvt=0-2	Methanol	354.12762900	3.5E-5			19(2,17)-18(1,17)A,vt=1	-4.06870		501.26040	CDMS
CH3OHvt=0-2	Methanol	354.75114900	2.1E-5			21(2,19)-21(-0,21)E,vt=0	-7.02200		379.61120	CDMS
CH3OHvt=0-2	Methanol	354.86471100	9.7E-5			13(10,3)-12(7,6)E,vt=0-vt=1	-8.74550		489.19650	CDMS
CH3OHvt=0-2	Methanol	355.27953900	1.7E-5			10(4,6)-11(2,9)A,vt=0	-7.63850		132.71050	CDMS
CH3OHvt=0-2	Methanol	355.60294500	1.2E-5			13(0,13)-12(1,12)A,vt=0	-3.21830		134.80880	CDMS
CH3OHvt=0-2	Methanol	355.82437300	1.4E-5			13(-2,12)-13(1,13)E,vt=0	-6.11360		150.49670	CDMS
CH3OHvt=0-2	Methanol	355.96481200	2.9E-5			16(-3,13)-16(-2,14)E,vt=1	-4.64900		496.71900	CDMS
CH3OHvt=0-2	Methanol	355.96589100	0.000295			16(3,14)-16(2,15),vt=1	0.00000	 0.4	496.71900	CDMS
CH3OHvt=0-2	Methanol	356.00723500	1.5E-5			15(1,14)-15(0,15)A,vt=0	-3.02150		193.34380	CDMS
CH3OHvt=0-2	Methanol	356.07867400	2.5E-5			23(4,19)-24(1,24)A,vt=0	-8.55830		488.97220	CDMS
CH3OHvt=0-2	Methanol	356.62666700	1.6E-5			23(4,20)-22(5,18)E,vt=0	-4.22500		493.97120	CDMS
CH3OHvt=0-2	Methanol	356.81513100	2.1E-5			21(-1,20)-21(1,21)E,vt=0	-8.07650		375.28420	CDMS
CH3OHvt=0-2	Methanol	356.87453700	2.2E-5			18(8,11)-19(7,12)E,vt=0	-4.53310		487.05100	CDMS
CH3OHvt=0-2	Methanol	356.89582200	1.7E-5			10(4,7)-11(2,10)A,vt=0	-7.63760		132.65650	CDMS
CH3OHvt=0-2	Methanol			357.99410000	0.0001	15(3,13)-15(2,14),vt=1	0.00000	  b	470.99000	CDMS
CH3OHvt=0-2	Methanol	357.99426200	2.8E-5			15(-3,12)-15(-2,13)E,vt=1	-4.61860		470.98960	CDMS
CH3OHvt=0-2	Methanol	358.11986300	2.0E-5			18(5,14)-19(3,16)E,vt=0	-7.63720		349.93550	CDMS
CH3OHvt=0-2	Methanol	358.20091100	1.5E-5			9(3,6)-10(-2,9)E,vt=0	-6.96020		104.23580	CDMS
CH3OHvt=0-2	Methanol	358.39959400	1.5E-5			14(-2,13)-14(1,14)E,vt=0	-5.69090		173.01680	CDMS
CH3OHvt=0-2	Methanol	358.41464800	1.7E-5			10(-6,5)-11(-5,6)E,vt=0	-4.33600		201.02130	CDMS
CH3OHvt=0-2	Methanol	358.60579900	7.0E-6			4(-1,3)-3(-0,3)E,vt=0	-3.74060		18.80260	CDMS
CH3OHvt=0-2	Methanol	359.40618900	1.3E-5			9(-2,8)-8(2,6)E,vt=0	-7.44720		76.10210	CDMS
CH3OHvt=0-2	Methanol			359.67694500	0.0001	14(3,12)-14(2,13),vt=1	0.00000	 4.80b	446.86600	CDMS
CH3OHvt=0-2	Methanol	359.67711900	2.6E-5			14(-3,11)-14(-2,12)E,vt=1	-4.59480		446.86610	CDMS
CH3OHvt=0-2	Methanol	359.78904200	0.000113			17(0,17)-16(-3,13),vt=1	0.00000		442.93900	CDMS
CH3OHvt=0-2	Methanol	359.78916900	3.1E-5			17(-0,17)-16(3,14)E,vt=1	-7.95480		442.93870	CDMS
CH3OHvt=0-2	Methanol	360.66160800	2.5E-5			3(1,3)-4(2,2)++,vt=1	0.00000		223.68200	CDMS
CH3OHvt=0-2	Methanol	360.66163300	1.7E-5			3(1,3)-4(2,3)A,vt=1	-3.97770		223.68190	CDMS
CH3OHvt=0-2	Methanol	360.84894600	1.1E-5			11(-0,11)-10(-1,9)E,vt=0	-3.55070		103.37260	CDMS
CH3OHvt=0-2	Methanol	360.88943700	1.8E-5			19(-1,18)-18(-3,16)E,vt=0	-6.13080		309.06330	CDMS
CH3OHvt=0-2	Methanol			361.04979300	0.0001	13(3,11)-13(2,12),vt=1	0.00000		424.34900	CDMS
CH3OHvt=0-2	Methanol	361.04995400	2.5E-5			13(-3,10)-13(-2,11)E,vt=1	-4.57800		424.34890	CDMS
CH3OHvt=0-2	Methanol			361.23647600	5.0E-5	3(1,2)-4(2,3)--,vt=1	0.00000	 n.r.	223.68200	CDMS
CH3OHvt=0-2	Methanol	361.23650600	1.7E-5			3(1,2)-4(2,2)A,vt=1	-3.97690		223.68200	CDMS
CH3OHvt=0-2	Methanol	361.41126500	1.6E-5			15(-2,14)-15(1,15)E,vt=0	-5.36080		197.13480	CDMS
CH3OHvt=0-2	Methanol	361.85219500	1.3E-5			8(-1,7)-7(-2,6)E,vt=0	-3.78840		60.64730	CDMS
CH3OHvt=0-2	Methanol	362.01460500	2.4E-5			21(1,20)-20(3,17)A,vt=0	-8.40250		373.25870	CDMS
CH3OHvt=0-2	Methanol	362.06935700	1.9E-5			3(-3,1)-4(-1,3)E,vt=0	-8.03410		30.76440	CDMS
CH3OHvt=0-2	Methanol	362.14592400	4.1E-5			18(3,16)-17(5,13)A,vt=1	-8.46560		538.27770	CDMS
CH3OHvt=0-2	Methanol			362.14919000	0.0001	12(3,10)-12(2,11),vt=1	0.00000	 2.0	403.43800	CDMS
CH3OHvt=0-2	Methanol	362.14932700	2.4E-5			12(-3,9)-12(-2,10)E,vt=1	-4.56840		403.43830	CDMS
CH3OHvt=0-2	Methanol	362.16126200	4.1E-5			18(3,15)-17(5,12)A,vt=1	-8.46600		538.27770	CDMS
CH3OHvt=0-2	Methanol	362.90822200	1.3E-5			2(2,0)-1(-0,1)E,vt=0	-8.84440		10.73570	CDMS
CH3OHvt=0-2	Methanol	362.92736300	1.8E-5			7(3,5)-8(1,8)A,vt=0	-9.70140		67.67920	CDMS
CH3OHvt=0-2	Methanol	362.95777700	2.2E-5			22(-1,21)-22(1,22)E,vt=0	-8.76450		410.52950	CDMS
CH3OHvt=0-2	Methanol			363.01102300	0.0001	11(3,9)-11(2,10),vt=1	0.00000		384.13500	CDMS
CH3OHvt=0-2	Methanol	363.01112900	2.3E-5			11(-3,8)-11(-2,9)E,vt=1	-4.56650		384.13490	CDMS
CH3OHvt=0-2	Methanol	363.44044200	1.6E-5			16(1,15)-16(0,16)A,vt=0	-3.03770		219.08080	CDMS
CH3OHvt=0-2	Methanol	363.52729600	0.000194			15(2,14)-14(3,12),vt=1	0.00000		458.86400	CDMS
CH3OHvt=0-2	Methanol	363.52796900	2.7E-5			15(-2,13)-14(-3,11)E,vt=1	-5.11200		458.86360	CDMS
CH3OHvt=0-2	Methanol	363.66999300	2.3E-5			10(-3,7)-10(-2,8)E,vt=1	-4.57290		366.43890	CDMS
CH3OHvt=0-2	Methanol	363.67011300	7.3E-5			10(3,8)-10(2,9),vt=1	0.00000		366.43900	CDMS
CH3OHvt=0-2	Methanol	363.73986800	1.3E-5			7(-2,6)-6(-1,5)E,vt=0	-3.47500		48.51420	CDMS
CH3OHvt=0-2	Methanol	363.95389400	3.9E-5			11(4,7)-10(1,9)E,vt=1	-7.54170		375.81780	CDMS
CH3OHvt=0-2	Methanol			364.15876000	5.0E-5	9(3,7)-9(2,8),vt=1	0.00000		350.35100	CDMS
CH3OHvt=0-2	Methanol	364.15877700	2.4E-5			9(-3,6)-9(-2,7)E,vt=1	-4.58860		350.35060	CDMS
CH3OHvt=0-2	Methanol			364.50807800	5.0E-5	8(3,6)-8(2,7),vt=1	0.00000	 0.41b	335.87000	CDMS
CH3OHvt=0-2	Methanol	364.50813900	2.5E-5			8(-3,5)-8(-2,6)E,vt=1	-4.61510		335.87030	CDMS
CH3OHvt=0-2	Methanol	364.53951700	2.8E-5			25(0,25)-24(2,22)A,vt=0	-7.70770		510.22400	CDMS
CH3OHvt=0-2	Methanol	364.64078600	1.6E-5			15(1,15)-14(-2,13)E,vt=0	-5.11380		184.97170	CDMS
CH3OHvt=0-2	Methanol			364.74618700	5.0E-5	7(3,5)-7(2,6),vt=1	0.00000	  b	322.99800	CDMS
CH3OHvt=0-2	Methanol	364.74620300	2.6E-5			7(-3,4)-7(-2,5)E,vt=1	-4.65500		322.99830	CDMS
CH3OHvt=0-2	Methanol	364.75351000	0.000165			12(6,7)-13(5,8)--,vt=1	0.00000	 0.86b	438.64500	CDMS
CH3OHvt=0-2	Methanol	364.75351100	0.000165			12(6,6)-13(5,9)++,vt=1	0.00000	 0.86b	438.64500	CDMS
CH3OHvt=0-2	Methanol	364.75450400	2.1E-5			12(6,7)-13(5,9)A,vt=1	-4.50600		438.64520	CDMS
CH3OHvt=0-2	Methanol	364.75450400	2.1E-5			12(6,6)-13(5,8)A,vt=1	-4.50600		438.64520	CDMS
CH3OHvt=0-2	Methanol	364.85897000	1.7E-5			16(-2,15)-16(1,16)E,vt=0	-5.09370		222.84880	CDMS
CH3OHvt=0-2	Methanol	364.89830200	2.8E-5			6(-3,3)-6(-2,4)E,vt=1	-4.71230		311.73480	CDMS
CH3OHvt=0-2	Methanol			364.89832500	5.0E-5	6(3,4)-6(2,5),vt=1	0.00000	 1.0	311.73500	CDMS
CH3OHvt=0-2	Methanol	364.98680500	2.9E-5			5(-3,2)-5(-2,3)E,vt=1	-4.79580		302.08000	CDMS
CH3OHvt=0-2	Methanol			364.98681000	5.0E-5	5(3,3)-5(2,4),vt=1	0.00000	 1.0	302.08000	CDMS
CH3OHvt=0-2	Methanol	365.03098900	3.1E-5			4(-3,1)-4(-2,2)E,vt=1	-4.92520		294.03410	CDMS
CH3OHvt=0-2	Methanol			365.03099900	5.0E-5	4(3,2)-4(2,3),vt=1	0.00000	 1.0	294.03400	CDMS
CH3OHvt=0-2	Methanol	365.04696800	3.2E-5			3(-3,0)-3(-2,1)E,vt=1	-5.16790		287.59720	CDMS
CH3OHvt=0-2	Methanol			365.04703100	5.0E-5	3(3,1)-3(2,2),vt=1	0.00000	 n.r.	287.59700	CDMS
CH3OHvt=0-2	Methanol	365.39228400	1.8E-5			13(3,11)-14(0,14)A,vt=0	-8.99650		169.20650	CDMS
CH3OHvt=0-2	Methanol	365.47468200	1.6E-5			7(5,3)-8(4,5)E,vt=0	-4.40740		119.16970	CDMS
CH3OHvt=0-2	Methanol	365.82736400	1.1E-5			14(-3,12)-13(3,10)E,vt=0	-11.25000		190.36980	CDMS
CH3OHvt=0-2	Methanol	366.47501500	1.2E-5			6(2,4)-5(-2,4)E,vt=0	-8.61460		39.66510	CDMS
CH3OHvt=0-2	Methanol	367.51053000	2.2E-5			23(-4,19)-24(-2,23)E,vt=0	-7.62590		499.30740	CDMS
CH3OHvt=0-2	Methanol	368.04709100	3.4E-5			9(4,5)-10(2,9)E,vt=1	-8.37510		341.89640	CDMS
CH3OHvt=0-2	Methanol	368.73068900	1.8E-5			17(-2,16)-17(1,17)E,vt=0	-4.87500		250.15660	CDMS
CH3OHvt=0-2	Methanol	369.34240500	0.000219			19(2,17)-18(1,18)++,vt=1	0.00000		500.71700	CDMS
CH3OHvt=0-2	Methanol	369.34243000	3.3E-5			19(2,18)-18(1,18)A,vt=1	-4.01920		500.71750	CDMS
CH3OHvt=0-2	Methanol	369.41475300	2.1E-5			25(-0,25)-24(-3,22)E,vt=0	-5.79260		517.20520	CDMS
CH3OHvt=0-2	Methanol	369.65995100	0.000147			2(1,2)-3(3,0)A,vt=2	-12.53370		467.04210	CDMS
CH3OHvt=0-2	Methanol	369.75631300	2.2E-5			23(-1,22)-23(1,23)E,vt=0	-9.92670		447.35600	CDMS
