Species	Chemical Name	Freq-GHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-GHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	Linelist
CH3OHvt=0-2	Methanol	370.08858400	1.5E-5			13(3,10)-14(-0,14)E,vt=0	-5.61830		178.02500	CDMS
CH3OHvt=0-2	Methanol	370.20605900	0.000148			2(1,1)-3(3,1)A,vt=2	-12.53160		467.04210	CDMS
CH3OHvt=0-2	Methanol	370.58591900	2.2E-5			22(2,20)-22(-0,22)E,vt=0	-7.08410		414.72670	CDMS
CH3OHvt=0-2	Methanol	371.41565800	1.7E-5			17(1,16)-17(0,17)A,vt=0	-3.05840		246.41570	CDMS
CH3OHvt=0-2	Methanol	372.78439100	2.0E-5			25(-2,24)-24(3,21)E,vt=0	-4.86710		527.07980	CDMS
CH3OHvt=0-2	Methanol	373.00599900	1.8E-5			18(-2,17)-18(1,18)E,vt=0	-4.69630		279.05620	CDMS
CH3OHvt=0-2	Methanol	373.68931400	0.000355			9(6,3)-8(8,0),vt=1	0.00000		471.59600	CDMS
CH3OHvt=0-2	Methanol	373.69053100	4.8E-5			9(-6,3)-8(-8,1)E,vt=1	-9.17430		471.59610	CDMS
CH3OHvt=0-2	Methanol	374.29355100	1.3E-5			17(1,17)-16(2,14)E,vt=0	-3.89980		237.67150	CDMS
CH3OHvt=0-2	Methanol	374.46107700	0.000165			14(3,12)-15(-2,13),vt=1	0.00000		446.37300	CDMS
CH3OHvt=0-2	Methanol	375.15638000	1.2E-5			13(2,12)-12(3,9)A,vt=0	-3.73510		160.43420	CDMS
CH3OHvt=0-2	Methanol	375.20695600	3.3E-5			7(-2,5)-8(-4,5)E,vt=1	-8.22290		310.48270	CDMS
CH3OHvt=0-2	Methanol	375.75833200	1.2E-5			11(1,11)-10(-0,10)E,vt=0	-3.32950		97.72420	CDMS
CH3OHvt=0-2	Methanol	376.07785200	1.4E-5			16(5,12)-17(4,13)A,vt=0	-3.99340		302.59230	CDMS
CH3OHvt=0-2	Methanol	376.09875000	1.4E-5			16(5,11)-17(4,14)A,vt=0	-3.99330		302.59160	CDMS
CH3OHvt=0-2	Methanol	376.13464900	1.3E-5			21(3,19)-20(4,16)A,vt=0	-4.00440		394.47970	CDMS
CH3OHvt=0-2	Methanol	376.26847400	1.2E-5			12(-4,8)-13(-3,11)E,vt=0	-3.86450		179.98380	CDMS
CH3OHvt=0-2	Methanol	377.08012200	1.0E-5			17(2,15)-16(-3,14)E,vt=0	-5.28330		252.59060	CDMS
CH3OHvt=0-2	Methanol	377.21776100	2.3E-5			24(-1,23)-24(1,24)E,vt=0	-8.37140		485.76170	CDMS
CH3OHvt=0-2	Methanol	377.66079900	1.9E-5			19(-2,18)-19(1,19)E,vt=0	-4.55180		309.54550	CDMS
CH3OHvt=0-2	Methanol	377.66922500	3.0E-5			13(-3,10)-12(-5,8)E,vt=1	-7.49500		423.79450	CDMS
CH3OHvt=0-2	Methanol	378.31923300	2.4E-5			10(3,8)-11(4,8)A,vt=2	-4.76920		533.16580	CDMS
CH3OHvt=0-2	Methanol	378.31924900	2.4E-5			10(3,7)-11(4,7)A,vt=2	-4.76920		533.16580	CDMS
CH3OHvt=0-2	Methanol	378.32597000	1.2E-5			13(2,11)-12(3,10)A,vt=0	-3.72200		160.43110	CDMS
CH3OHvt=0-2	Methanol	378.65222900	1.4E-5			21(3,18)-20(4,17)A,vt=0	-3.99650		394.47720	CDMS
CH3OHvt=0-2	Methanol	378.92847400	3.0E-5			14(5,9)-15(6,10)E,vt=1	-4.15500		535.88350	CDMS
CH3OHvt=0-2	Methanol	379.49398900	1.3E-5			7(3,4)-8(2,6)E,vt=0	-3.91350		76.10210	CDMS
CH3OHvt=0-2	Methanol	379.94066200	1.7E-5			18(1,17)-18(0,18)A,vt=0	-3.08370		275.34660	CDMS
CH3OHvt=0-2	Methanol	380.51079300	1.2E-5			12(-0,12)-11(-2,10)E,vt=0	-6.83220		121.99700	CDMS
CH3OHvt=0-2	Methanol	380.85809300	6.7E-5			3(0,3)-4(3,2)A,vt=1	-9.27260		291.40450	CDMS
CH3OHvt=0-2	Methanol	381.83714100	2.1E-5			20(1,20)-19(2,17)A,vt=0	-3.89390		332.78470	CDMS
CH3OHvt=0-2	Methanol	381.94899600	1.4E-5			10(-1,9)-9(2,7)E,vt=0	-5.42420		90.63220	CDMS
CH3OHvt=0-2	Methanol	382.50638200	1.7E-5			16(3,13)-17(1,17)E,vt=0	-8.21010		250.15660	CDMS
CH3OHvt=0-2	Methanol	382.61372100	2.5E-5			18(4,15)-19(1,18)A,vt=0	-7.82090		318.84790	CDMS
CH3OHvt=0-2	Methanol			382.66647400	5.0E-5	4(0,4)-3(1,3),vt=1	0.00000		212.24100	CDMS
CH3OHvt=0-2	Methanol	382.66651600	8.0E-6			4(-0,4)-3(-1,3)E,vt=1	-4.30480		212.24090	CDMS
CH3OHvt=0-2	Methanol	382.67256400	2.0E-5			20(-2,19)-20(1,20)E,vt=0	-4.43760		341.62210	CDMS
CH3OHvt=0-2	Methanol	383.02700700	1.8E-5			6(-3,4)-7(-0,7)E,vt=0	-6.95350		54.26640	CDMS
CH3OHvt=0-2	Methanol	383.47789300	6.0E-6			8(1,8)-7(1,7)A,vt=0	-3.29890		54.88780	CDMS
CH3OHvt=0-2	Methanol	383.53930300	1.3E-5			4(-2,3)-3(-0,3)E,vt=0	-8.11170		18.80260	CDMS
CH3OHvt=0-2	Methanol	384.07924800	1.5E-5			9(3,6)-10(-1,9)E,vt=0	-9.75270		103.37260	CDMS
CH3OHvt=0-2	Methanol	384.51910200	1.8E-5			6(3,3)-7(1,6)A,vt=0	-9.63750		55.66660	CDMS
CH3OHvt=0-2	Methanol	384.67037300	1.4E-5			8(1,8)-7(1,7)A,vt=2	-4.26570		519.47530	CDMS
CH3OHvt=0-2	Methanol	384.81330400	1.7E-5			13(7,6)-14(6,8)A,vt=0	-4.32510		303.93630	CDMS
CH3OHvt=0-2	Methanol	384.81330400	1.7E-5			13(7,7)-14(6,9)A,vt=0	-4.32510		303.93630	CDMS
CH3OHvt=0-2	Methanol	385.30630600	1.2E-5			8(-6,3)-7(-6,2)E,vt=2	-4.62970		530.23320	CDMS
CH3OHvt=0-2	Methanol	385.34182600	2.4E-5			25(-1,24)-25(1,25)E,vt=0	-7.83020		525.74460	CDMS
CH3OHvt=0-2	Methanol	385.34876100	1.0E-5			8(5,4)-7(5,3)E,vt=2	-4.39840		485.18880	CDMS
CH3OHvt=0-2	Methanol	385.40928800	8.0E-6			8(3,6)-7(3,5)A,vt=2	-4.28170		502.39970	CDMS
CH3OHvt=0-2	Methanol	385.40929000	8.0E-6			8(3,5)-7(3,4)A,vt=2	-4.28170		502.39970	CDMS
CH3OHvt=0-2	Methanol	385.43313300	8.0E-6			8(4,4)-7(4,3)A,vt=2	-4.28450		472.10370	CDMS
CH3OHvt=0-2	Methanol	385.43313300	8.0E-6			8(4,5)-7(4,4)A,vt=2	-4.28450		472.10370	CDMS
CH3OHvt=0-2	Methanol	385.43887700	1.0E-5			8(2,6)-7(2,5)E,vt=2	-4.23140		493.26340	CDMS
CH3OHvt=0-2	Methanol	385.44619000	1.3E-5			8(0,8)-7(0,7)A,vt=2	-4.00340		398.22370	CDMS
CH3OHvt=0-2	Methanol			385.44901200	5.0E-5	8(1,8)-7(1,7)++,vt=1	0.00000		271.07600	CDMS
CH3OHvt=0-2	Methanol	385.44907200	7.0E-6			8(1,8)-7(1,7)A,vt=1	-3.74410		271.07570	CDMS
CH3OHvt=0-2	Methanol	385.45835100	9.0E-6			8(-3,6)-7(-3,5)E,vt=2	-4.23530		476.92940	CDMS
CH3OHvt=0-2	Methanol	385.46713700	9.0E-6			8(-2,7)-7(-2,6)E,vt=2	-4.14220		452.46250	CDMS
CH3OHvt=0-2	Methanol	385.47831600	1.1E-5			8(1,8)-7(1,7)E,vt=2	-4.04380		414.78850	CDMS
CH3OHvt=0-2	Methanol	385.55126600	6.9E-5			8(7,1)-7(7,0),vt=1	0.00000		448.96700	CDMS
CH3OHvt=0-2	Methanol	385.55150000	7.0E-6			8(-7,1)-7(-7,0)E,vt=1	-4.75520		448.96660	CDMS
CH3OHvt=0-2	Methanol	385.59818400	1.8E-5			8(6,2)-7(6,1)++,vt=1	0.00000		370.46700	CDMS
CH3OHvt=0-2	Methanol	385.59818400	1.8E-5			8(6,2)-7(6,1)++,vt=1	0.00000		370.46700	CDMS
CH3OHvt=0-2	Methanol	385.59826300	7.0E-6			8(6,2)-7(6,1)A,vt=1	-4.30050		370.46660	CDMS
CH3OHvt=0-2	Methanol	385.59826300	7.0E-6			8(6,3)-7(6,2)A,vt=1	-4.30050		370.46660	CDMS
CH3OHvt=0-2	Methanol	385.63237200	2.7E-5			8(-7,2)-7(-7,1),vt=1	0.00000		408.82800	CDMS
CH3OHvt=0-2	Methanol	385.63251400	7.0E-6			8(7,2)-7(7,1)E,vt=1	-4.64510		408.82790	CDMS
CH3OHvt=0-2	Methanol			385.65485300	5.0E-5	8(3,6)-7(3,5),vt=1	0.00000		335.16500	CDMS
CH3OHvt=0-2	Methanol	385.65488600	6.0E-6			8(-3,5)-7(-3,4)E,vt=1	-3.93520		335.16490	CDMS
CH3OHvt=0-2	Methanol			385.67500800	5.0E-5	8(-6,3)-7(-6,2),vt=1	0.00000		388.00000	CDMS
CH3OHvt=0-2	Methanol	385.67503700	7.0E-6			8(6,3)-7(6,2)E,vt=1	-4.34880		388.00020	CDMS
CH3OHvt=0-2	Methanol			385.67885300	5.0E-5	8(7,2)-7(7,1)++,vt=1	0.00000		482.81500	CDMS
CH3OHvt=0-2	Methanol			385.67885300	5.0E-5	8(7,2)-7(7,1)++,vt=1	0.00000		482.81500	CDMS
CH3OHvt=0-2	Methanol	385.67886700	8.0E-6			8(7,1)-7(7,0)A,vt=1	-4.80680		482.81540	CDMS
CH3OHvt=0-2	Methanol	385.67886700	8.0E-6			8(7,2)-7(7,1)A,vt=1	-4.80680		482.81540	CDMS
CH3OHvt=0-2	Methanol			385.73919200	5.0E-5	8(5,4)-7(5,3)++,vt=1	0.00000		337.34500	CDMS
CH3OHvt=0-2	Methanol			385.73919200	5.0E-5	8(5,4)-7(5,3)++,vt=1	0.00000		337.34500	CDMS
CH3OHvt=0-2	Methanol	385.73926900	6.0E-6			8(5,3)-7(5,2)A,vt=1	-4.09450		337.34520	CDMS
CH3OHvt=0-2	Methanol	385.73926900	6.0E-6			8(5,4)-7(5,3)A,vt=1	-4.09450		337.34520	CDMS
CH3OHvt=0-2	Methanol	385.77372100	5.3E-5			8(6,2)-7(6,1),vt=1	0.00000		456.71900	CDMS
CH3OHvt=0-2	Methanol	385.77380000	8.0E-6			8(-6,2)-7(-6,1)E,vt=1	-4.50130		456.71940	CDMS
CH3OHvt=0-2	Methanol			385.77819500	5.0E-5	8(4,5)-7(4,4),vt=1	0.00000		297.61500	CDMS
CH3OHvt=0-2	Methanol	385.77821600	6.0E-6			8(-4,5)-7(-4,4)E,vt=1	-3.91990		297.61460	CDMS
CH3OHvt=0-2	Methanol			385.79382200	5.0E-5	8(-2,6)-7(-2,5),vt=1	0.00000		298.47000	CDMS
CH3OHvt=0-2	Methanol	385.79384200	6.0E-6			8(2,7)-7(2,6)E,vt=1	-3.82030		298.47030	CDMS
CH3OHvt=0-2	Methanol			385.81130500	5.0E-5	8(-3,5)-7(-3,4),vt=1	0.00000		269.29200	CDMS
CH3OHvt=0-2	Methanol	385.81134700	6.0E-6			8(3,6)-7(3,5)E,vt=1	-3.80100		269.29160	CDMS
CH3OHvt=0-2	Methanol			385.82636700	5.0E-5	8(2,6)-7(2,5)++,vt=1	0.00000		252.64300	CDMS
CH3OHvt=0-2	Methanol	385.82640900	7.0E-6			8(2,7)-7(2,6)A,vt=1	-3.72810		252.64300	CDMS
CH3OHvt=0-2	Methanol			385.84133300	5.0E-5	8(2,7)-7(2,6)--,vt=1	0.00000		252.64400	CDMS
CH3OHvt=0-2	Methanol	385.84140200	7.0E-6			8(2,6)-7(2,5)A,vt=1	-3.72810		252.64370	CDMS
CH3OHvt=0-2	Methanol	385.84661800	7.0E-6			8(-1,8)-7(-1,7)E,vt=1	-3.69600		247.64030	CDMS
CH3OHvt=0-2	Methanol	385.84662500	1.2E-5			8(1,8)-7(1,7),vt=1	0.00000		247.64000	CDMS
CH3OHvt=0-2	Methanol	385.84695900	7.0E-6			8(-0,8)-7(-0,7)E,vt=1	-3.70160		253.96800	CDMS
CH3OHvt=0-2	Methanol	385.84696600	1.2E-5			8(0,8)-7(0,7),vt=1	0.00000		253.96800	CDMS
CH3OHvt=0-2	Methanol			385.87271400	5.0E-5	8(-4,4)-7(-4,3),vt=1	0.00000		326.82200	CDMS
CH3OHvt=0-2	Methanol	385.87272500	6.0E-6			8(4,4)-7(4,3)E,vt=1	-3.97910		326.82190	CDMS
CH3OHvt=0-2	Methanol	385.87564200	6.0E-6			8(3,6)-7(3,5)A,vt=1	-3.90690		320.36730	CDMS
CH3OHvt=0-2	Methanol			385.87566600	5.0E-5	8(3,6)-7(3,5)++,vt=1	0.00000		320.36700	CDMS
CH3OHvt=0-2	Methanol			385.87566600	5.0E-5	8(3,6)-7(3,5)++,vt=1	0.00000		320.36700	CDMS
CH3OHvt=0-2	Methanol	385.87571500	6.0E-6			8(3,5)-7(3,4)A,vt=1	-3.90690		320.36730	CDMS
CH3OHvt=0-2	Methanol			385.88017800	5.0E-5	8(-5,4)-7(-5,3),vt=1	0.00000		424.64000	CDMS
CH3OHvt=0-2	Methanol	385.88022300	7.0E-6			8(5,3)-7(5,2)E,vt=1	-4.27180		424.63970	CDMS
CH3OHvt=0-2	Methanol			385.89290600	5.0E-5	8(2,7)-7(2,6),vt=1	0.00000		322.99800	CDMS
CH3OHvt=0-2	Methanol	385.89295000	6.0E-6			8(-2,6)-7(-2,5)E,vt=1	-3.87330		322.99830	CDMS
CH3OHvt=0-2	Methanol			385.93300600	5.0E-5	8(-1,7)-7(-1,6),vt=1	0.00000		332.37300	CDMS
CH3OHvt=0-2	Methanol	385.93304600	7.0E-6			8(1,7)-7(1,6)E,vt=1	-3.87280		332.37290	CDMS
CH3OHvt=0-2	Methanol	385.95177100	6.0E-6			8(4,4)-7(4,3)A,vt=1	-4.08430		379.41790	CDMS
CH3OHvt=0-2	Methanol	385.95177100	6.0E-6			8(4,5)-7(4,4)A,vt=1	-4.08430		379.41790	CDMS
CH3OHvt=0-2	Methanol			385.95177500	5.0E-5	8(4,4)-7(4,3)++,vt=1	0.00000		379.41800	CDMS
CH3OHvt=0-2	Methanol			385.95177500	5.0E-5	8(4,4)-7(4,3)++,vt=1	0.00000		379.41800	CDMS
CH3OHvt=0-2	Methanol	385.95807100	6.0E-6			8(-5,4)-7(-5,3)E,vt=1	-4.10190		343.31270	CDMS
CH3OHvt=0-2	Methanol			385.95809200	5.0E-5	8(5,3)-7(5,2),vt=1	0.00000		343.31300	CDMS
CH3OHvt=0-2	Methanol			385.97990700	5.0E-5	8(0,8)-7(0,7)++,vt=1	0.00000		339.51800	CDMS
CH3OHvt=0-2	Methanol	385.97995800	8.0E-6			8(0,8)-7(0,7)A,vt=1	-3.87990		339.51800	CDMS
CH3OHvt=0-2	Methanol	386.12273300	1.6E-5			8(1,7)-7(1,6)A,vt=2	-4.26280		519.64510	CDMS
CH3OHvt=0-2	Methanol			386.21620200	5.0E-5	8(1,7)-7(1,6)--,vt=1	0.00000		271.16600	CDMS
CH3OHvt=0-2	Methanol	386.21626400	7.0E-6			8(1,7)-7(1,6)A,vt=1	-3.74260		271.16550	CDMS
CH3OHvt=0-2	Methanol	386.22034200	1.6E-5			19(6,13)-20(5,16)E,vt=0	-4.16270		424.71320	CDMS
CH3OHvt=0-2	Methanol	386.24765800	6.0E-6			8(-0,8)-7(-0,7)E,vt=0	-3.28550		54.26640	CDMS
CH3OHvt=0-2	Methanol	386.58727300	6.0E-6			8(1,8)-7(1,7)E,vt=0	-3.28000		49.03520	CDMS
CH3OHvt=0-2	Methanol	386.66393100	6.0E-6			8(7,1)-7(7,0)A,vt=0	-4.24930		215.22720	CDMS
CH3OHvt=0-2	Methanol	386.66393100	6.0E-6			8(7,2)-7(7,1)A,vt=0	-4.24930		215.22720	CDMS
CH3OHvt=0-2	Methanol	386.68204000	6.0E-6			8(0,8)-7(0,7)A,vt=0	-3.26510		45.16400	CDMS
CH3OHvt=0-2	Methanol	386.68358300	6.0E-6			8(-7,2)-7(-7,1)E,vt=0	-4.25410		218.78900	CDMS
CH3OHvt=0-2	Methanol	386.71625600	6.0E-6			8(7,1)-7(7,0)E,vt=0	-4.26920		226.01880	CDMS
CH3OHvt=0-2	Methanol	386.72521500	6.0E-6			8(-6,3)-7(-6,2)E,vt=0	-3.88260		169.44330	CDMS
CH3OHvt=0-2	Methanol	386.75696200	6.0E-6			8(6,2)-7(6,1)E,vt=0	-3.89490		176.50230	CDMS
CH3OHvt=0-2	Methanol	386.76452100	6.0E-6			8(6,2)-7(6,1)A,vt=0	-3.90270		179.80300	CDMS
CH3OHvt=0-2	Methanol	386.76452100	6.0E-6			8(6,3)-7(6,2)A,vt=0	-3.90270		179.80300	CDMS
CH3OHvt=0-2	Methanol	386.78872200	5.0E-6			8(5,4)-7(5,3)E,vt=0	-3.65890		131.36060	CDMS
CH3OHvt=0-2	Methanol	386.80226300	5.0E-6			8(5,4)-7(5,3)	-3.67610		139.74360	CDMS
CH3OHvt=0-2	Methanol	386.82004400	5.0E-6			8(5,4)-7(5,3)A,vt=0	-3.67700		141.01190	CDMS
CH3OHvt=0-2	Methanol	386.82004400	5.0E-6			8(5,3)-7(5,2)A,vt=0	-3.67700		141.01190	CDMS
CH3OHvt=0-2	Methanol	386.82446200	6.0E-6			8(2,7)-7(2,6)A,vt=0	-3.34460		71.38190	CDMS
CH3OHvt=0-2	Methanol	386.83714600	5.0E-6			8(4,5)-7(4,4)E,vt=0	-3.51690		106.26620	CDMS
CH3OHvt=0-2	Methanol	386.85978000	5.0E-6			8(4,5)-7(4,4)A,vt=0	-3.50530		101.01110	CDMS
CH3OHvt=0-2	Methanol	386.85981400	5.0E-6			8(4,4)-7(4,3)A,vt=0	-3.50530		101.01110	CDMS
CH3OHvt=0-2	Methanol	386.86941600	5.0E-6			8(-4,4)-7(-4,3)E,vt=0	-3.52620		111.89420	CDMS
CH3OHvt=0-2	Methanol	386.88559800	5.0E-6			8(3,6)-7(3,5)A,vt=0	-3.40320		79.78520	CDMS
CH3OHvt=0-2	Methanol	386.89024700	5.0E-6			8(3,5)-7(3,4)A,vt=0	-3.40310		79.78530	CDMS
CH3OHvt=0-2	Methanol	386.90191300	5.0E-6			8(3,5)-7(3,4)E,vt=0	-3.41870		88.76060	CDMS
CH3OHvt=0-2	Methanol	386.95377900	5.0E-6			8(-3,6)-7(-3,5)E,vt=0	-3.39870		78.33670	CDMS
CH3OHvt=0-2	Methanol	386.97712700	6.0E-6			8(-1,7)-7(-1,6)E,vt=0	-3.29140		59.80920	CDMS
CH3OHvt=0-2	Methanol	387.01472400	6.0E-6			8(2,6)-7(2,5)A,vt=0	-3.34420		71.39150	CDMS
CH3OHvt=0-2	Methanol	387.14667700	6.0E-6			8(-2,7)-7(-2,6)E,vt=0	-3.32880		60.64730	CDMS
CH3OHvt=0-2	Methanol	387.15351700	6.0E-6			8(2,6)-7(2,5)E,vt=0	-3.32900		63.18800	CDMS
CH3OHvt=0-2	Methanol	388.00165800	2.2E-5			23(2,21)-23(-0,23)E,vt=0	-7.15270		451.41840	CDMS
CH3OHvt=0-2	Methanol	388.02484400	2.0E-5			21(-2,20)-21(1,21)E,vt=0	-4.35020		375.28420	CDMS
CH3OHvt=0-2	Methanol	388.24653400	1.9E-5			23(2,21)-22(3,19)E,vt=0	-4.08750		451.41020	CDMS
CH3OHvt=0-2	Methanol	388.83654100	9.0E-6			12(-1,12)-11(-0,11)E,vt=1	-3.85540		315.09260	CDMS
CH3OHvt=0-2	Methanol	388.83656000	1.7E-5			12(1,12)-11(0,11),vt=1	0.00000		315.09300	CDMS
CH3OHvt=0-2	Methanol	388.85754100	1.8E-5			15(6,10)-16(5,11)A,vt=0	-4.13520		315.13690	CDMS
CH3OHvt=0-2	Methanol	388.85758800	1.8E-5			15(6,9)-16(5,12)A,vt=0	-4.13520		315.13690	CDMS
CH3OHvt=0-2	Methanol	388.94828500	3.0E-5			25(2,23)-25(1,24)A,vt=0	-3.65280		537.56770	CDMS
CH3OHvt=0-2	Methanol	389.02157000	1.8E-5			19(1,18)-19(0,19)A,vt=0	-3.11320		305.87160	CDMS
CH3OHvt=0-2	Methanol	390.14143100	6.0E-6			8(1,7)-7(1,6)A,vt=0	-3.28570		55.66660	CDMS
CH3OHvt=0-2	Methanol	391.01953500	9.4E-5			9(9,1)-8(5,3)A,vt=0-vt=1	-11.44190		350.21210	CDMS
CH3OHvt=0-2	Methanol	391.01953500	9.4E-5			9(9,0)-8(5,4)A,vt=0-vt=1	-11.44190		350.21210	CDMS
CH3OHvt=0-2	Methanol	391.18118200	2.6E-5			12(1,11)-13(2,12)E,vt=1	-4.51680		399.77210	CDMS
CH3OHvt=0-2	Methanol	391.18371900	0.000475			12(-1,11)-13(-2,11),vt=1	0.00000		399.77200	CDMS
CH3OHvt=0-2	Methanol	391.21170500	2.4E-5			22(4,18)-23(1,23)A,vt=0	-8.63360		450.73510	CDMS
CH3OHvt=0-2	Methanol	391.43413800	1.4E-5			6(2,4)-5(-1,4)E,vt=0	-6.26820		38.83260	CDMS
CH3OHvt=0-2	Methanol	392.11614500	1.6E-5			19(-2,18)-18(-3,16)E,vt=0	-3.87480		309.06330	CDMS
CH3OHvt=0-2	Methanol	392.52919900	1.7E-5			9(2,8)-10(3,8)E,vt=1	-3.75600		312.72120	CDMS
CH3OHvt=0-2	Methanol	392.52927800	6.6E-5			9(-2,7)-10(-3,7),vt=1	0.00000		312.72100	CDMS
CH3OHvt=0-2	Methanol	392.58775600	1.3E-5			14(-0,14)-13(2,11)E,vt=0	-6.96080		164.92960	CDMS
CH3OHvt=0-2	Methanol	392.81028900	1.5E-5			15(1,15)-14(-1,13)E,vt=0	-6.73950		184.03210	CDMS
CH3OHvt=0-2	Methanol	393.03082600	3.2E-5			13(-7,6)-12(-6,6)E,vt=1	-4.38910		537.10550	CDMS
CH3OHvt=0-2	Methanol	393.21651200	2.9E-5			24(2,22)-24(1,23)A,vt=0	-3.57790		497.10770	CDMS
CH3OHvt=0-2	Methanol	393.70992700	2.0E-5			22(-2,21)-22(1,22)E,vt=0	-4.28680		410.52950	CDMS
CH3OHvt=0-2	Methanol	393.72761600	0.000419			14(2,13)-13(-1,12),vt=1	0.00000		433.73300	CDMS
CH3OHvt=0-2	Methanol	393.72995900	2.5E-5			14(-2,12)-13(1,12)E,vt=1	-7.17230		433.73270	CDMS
CH3OHvt=0-2	Methanol	394.27290900	1.5E-5			19(3,16)-18(4,15)E,vt=0	-3.88220		336.78400	CDMS
CH3OHvt=0-2	Methanol	394.58674400	1.5E-5			4(4,1)-5(3,2)A,vt=0	-4.78870		58.81300	CDMS
CH3OHvt=0-2	Methanol	394.58726100	1.5E-5			4(4,0)-5(3,3)A,vt=0	-4.78870		58.81300	CDMS
CH3OHvt=0-2	Methanol	396.19476200	0.000143			9(8,1)-10(5,6)E,vt=1-vt=2	-10.17000		528.56760	CDMS
CH3OHvt=0-2	Methanol	396.20305000	3.3E-5			6(-3,4)-7(-2,6)E,vt=2	-5.48640		452.46250	CDMS
CH3OHvt=0-2	Methanol	396.37800400	1.5E-5			9(-3,7)-10(1,10)E,vt=0	-10.78170		92.54330	CDMS
CH3OHvt=0-2	Methanol	396.38485000	2.4E-5			23(-4,19)-24(-1,23)E,vt=0	-5.86410		498.34430	CDMS
CH3OHvt=0-2	Methanol	397.03912600	1.5E-5			3(3,1)-2(2,0)A,vt=0	-3.35530		31.04900	CDMS
CH3OHvt=0-2	Methanol	397.04141600	1.5E-5			3(3,0)-2(2,1)A,vt=0	-3.35530		31.04890	CDMS
CH3OHvt=0-2	Methanol	397.77128600	2.8E-5			23(2,21)-23(1,22)A,vt=0	-3.50710		458.24710	CDMS
CH3OHvt=0-2	Methanol	398.44695000	1.1E-5			2(1,2)-1(0,1)A,vt=0	-3.48730		1.61350	CDMS
CH3OHvt=0-2	Methanol	398.66240200	1.8E-5			20(1,19)-20(0,20)A,vt=0	-3.14710		337.98870	CDMS
CH3OHvt=0-2	Methanol	398.94622100	1.3E-5			5(-0,5)-4(1,4)E,vt=0	-3.66870		20.00910	CDMS
CH3OHvt=0-2	Methanol	399.56888100	2.3E-5			14(-3,11)-15(-4,12)E,vt=1	-3.79680		445.53540	CDMS
CH3OHvt=0-2	Methanol	399.56982900	0.000225			14(3,12)-15(4,12),vt=1	0.00000		445.53500	CDMS
CH3OHvt=0-2	Methanol	399.59795500	1.8E-5			7(2,5)-8(0,8)A,vt=0	-8.20980		58.06230	CDMS
CH3OHvt=0-2	Methanol	399.63764300	1.7E-5			8(-5,3)-9(-4,5)E,vt=0	-4.23690		139.31550	CDMS
CH3OHvt=0-2	Methanol	399.70862300	3.0E-5			14(6,9)-13(4,9)A,vt=1	-7.95160		480.82390	CDMS
CH3OHvt=0-2	Methanol	399.70863600	3.0E-5			14(6,8)-13(4,10)A,vt=1	-7.95160		480.82390	CDMS
CH3OHvt=0-2	Methanol	399.72927600	2.1E-5			23(-2,22)-23(1,23)E,vt=0	-4.24450		447.35600	CDMS
